KGCode,Katastralgemeinde,EZ,PLZ,Straße,ON,Gst,GstFl,ErwArt,Widmung,Bauklasse,Gebäudehöhe,Bauweise,Zusatz,Schutzzone,Wohnzone,öZ,Bausperre,seitbis,zuordnung,Geschoße,parz,Erwerbsdatum,Anteile,Zähler,Nenner,BJ,TZ,Kaufpreis,mGfl,Baureifgest,percentWidmung,Baurecht,Bis,aufEZ,Stammeinlage,sonstwid,sonstwidprz,address,one_more_time,lon,lat,price_m2,price_log,train,cluster
01806,Mauer,2254,1230,binagasse,59,1570/17,496,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,24.02.2011,NA,1,1,1950,470/2011,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"binagasse, 59, vienna, austria",FALSE,16.2776026,48.1421402,947.5806451612904,9.888104920840211,1,1
01617,Strebersdorf,1066,1210,irenaeusgasse,40,620/36,389,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,22.08.2011,NA,1,1,NA,3390/2011,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"irenaeusgasse, 40, vienna, austria",FALSE,16.3899282,48.2944902,1208.2262210796914,10.238674886240895,0,NA
01614,Schwarze Lackenau,717,1210,georgistrasse,101,19/110,805,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,27.05.2013,NA,1,1,NA,2071/13,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"georgistrasse, 101, vienna, austria",TRUE,16.3717263,48.2753635,583.8509316770186,9.189456258225107,1,5
01806,Mauer,173,1230,heudoerfelgasse,44,608,855,Kaufvertrag,W,I,6.5,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,28.01.2013,NA,1,1,NA,1312/13,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"heudoerfelgasse, 44, vienna, austria",TRUE,16.2637688,48.1543392,549.7076023391813,9.102520621453827,1,1
01806,Mauer,4094,1230,erhardgasse,9,1181/9,522,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,08.10.2013,NA,1,1,NA,3224/13,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"erhardgasse, 9, vienna, austria",TRUE,16.2757078,48.1554138,900.383141762452,9.814395234657201,0,NA
01206,Hütteldorf,2949,1140,steinboeckengasse,77,685/7,747,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,26.11.2013,NA,1,1,1980,1898/2014,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"steinboeckengasse, 77, vienna, austria",TRUE,16.2614983,48.2092254,629.1834002677376,9.29733679843785,1,1
01803,Inzersdorf,3250,1230,anton-baumgartner-strasse,24,557/6,626,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,10.07.2015,NA,1,1,NA,2129/15,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"anton-baumgartner-strasse, 24, vienna, austria",FALSE,16.3333913,48.1518359,750.7987220447284,9.552282384294468,1,3
01658,Hirschstetten,525,1220,brunellengasse,20,332/46,487,Kaufvertrag,W,I,6,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,12.04.2016,NA,1,1,NA,2857/16,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"brunellengasse, 20, vienna, austria",FALSE,16.464278,48.2288264,965.0924024640657,9.914523269144745,1,4
01614,Schwarze Lackenau,336,1210,amselgasse,4,566/3,485,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,20.08.2010,NA,1,1,NA,3395/2010,469750,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"amselgasse, 4, vienna, austria",FALSE,16.3795756,48.2778971,968.5567010309278,9.919692699007653,1,5
01401,Dornbach,2147,1170,twarochgasse,6,798/5,558,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,07.03.2001,NA,1,1,0,4137/01,468739.8,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"twarochgasse, 6, vienna, austria",FALSE,16.3046185,48.2324051,840.0354838709677,9.714306459717854,1,2
01806,Mauer,4508,1230,heissgasse,8,1193/87,486,Kaufvertrag,NA,NA,NA,NA,strasse,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,01.04.2008,NA,1,1,2008,268/20009,468550,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"heissgasse, 8, vienna, austria",FALSE,16.2770321,48.15860319999999,964.0946502057614,9.913030980088125,0,NA
01301,Altmannsdorf,992,1120,stachegasse,6,372/7,870,Kaufvertrag,W,I,NA,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,25.06.2013,NA,1,1,NA,1757/13,467500,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"stachegasse, 6, vienna, austria",FALSE,16.3124121,48.16156369999999,537.3563218390805,9.069735248700995,1,3
01806,Mauer,5377,1230,kalksburger strasse,11,1315/6,1280,Kaufvertrag,W,I,6.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,04.10.2002,NA,1,1,1975,2605/2002,466850,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kalksburger strasse, 11, vienna, austria",FALSE,16.2569174,48.1478087,364.7265625,8.510671462636404,1,1
01665,Stadlau,NA,1220,augrundweg,30,478/177,484,Kaufvertrag,GS,NA,NA,NA,80m²,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,28.01.2014,NA,1,1,2005,792/2014,465500,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"augrundweg, 30, vienna, austria",FALSE,16.4391855,48.2242189,961.7768595041322,9.909558404946287,1,4
01208,Oberbaumgarten,409,1140,hochsatzengasse,43,109/4,1317,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,30.10.1989,1/1,1,1,0,1939/90,465106.1,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hochsatzengasse, 43, vienna, austria",FALSE,16.2773379,48.1991805,353.15573272589216,8.464160705526458,1,1
01508,Oberdöbling,2131,1190,sarastroweg,4,817/51,398,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,31.10.1995,1/1,1,1,0,4674/96,465106.1,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"sarastroweg, 4, vienna, austria",TRUE,16.3313256,48.2402495,1168.6082914572864,10.190575715239323,1,2
01801,Atzgersdorf,1282,1230,woebergasse,9,884/13,514,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,15.06.2000,NA,1,1,1980,2340/00,465106.1,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"woebergasse, 9, vienna, austria",FALSE,16.2939997,48.1613573,904.8756809338521,9.821575786589094,0,NA
01207,Lainz,803,1130,hansi-niese-gasse,10,221/45,615,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,NA,19.03.2001,NA,1,1,1960,3399/01,465106.1,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hansi-niese-gasse, 10, vienna, austria",FALSE,16.3516278,48.2598835,756.270081300813,9.562757735556369,1,2
01209,Ober St.Veit,337,1130,firmiangasse,43,407,2885,Kaufvertrag,W,I,4.5,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,22.12.2006,NA,1,1,1900,158/2007,465000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"firmiangasse, 43, vienna, austria",FALSE,16.2683359,48.19090910000001,161.17850953206238,7.332515587124636,1,1
01204,Hadersdorf,1518,1140,joachim-schettl-gasse,26,187/91,944,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,30.04.2009,NA,1,1,NA,2557/2009,465000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"joachim-schettl-gasse, 26, vienna, austria",FALSE,16.2430805,48.2234912,492.58474576271186,8.944228141295639,1,1
01203,Hacking,206,1130,himmelhofgasse,82,108/7,785,Kaufvertrag,W,I,7.5,o kg,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,06.12.2010,NA,1,1,1950,565/2011,465000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"himmelhofgasse, 82, vienna, austria",FALSE,16.2540746,48.1971853,592.3566878980891,9.210322346878492,0,NA
01801,Atzgersdorf,1436,1230,partartgasse,17,906/27,425,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,28.05.2013,NA,1,1,1990,1923/2013,465000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"partartgasse, 17, vienna, austria",TRUE,16.3345886,48.1549766,1094.1176470588234,10.095552159632417,0,NA
01206,Hütteldorf,2537,1140,balsaminengasse,28,1084,668,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,03.03.2015,NA,1,1,NA,1600/15,465000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"balsaminengasse, 28, vienna, austria",TRUE,16.254134,48.2175962,696.1077844311377,9.443166898183428,1,1
01207,Lainz,709,1130,fasangartengasse,75,274/77,182,Kaufvertrag,W,I,7.5,gr,Schutzzone,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,16.10.2015,NA,1,1,NA,346/16,465000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"fasangartengasse, 75, vienna, austria",TRUE,16.2934102,48.1726704,2554.945054945055,11.319076550458785,0,NA
01206,Hütteldorf,1225,1140,anzbachgasse,110,781/355,463,Kaufvertrag,W,I,6.5,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,14.03.2016,NA,1,1,NA,2586/16,465000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"anzbachgasse, 110, vienna, austria",FALSE,16.2446876,48.2079055,1004.3196544276458,9.972002807397244,1,1
01103,Kaiserebersdorf,1689,1110,muehlsangergasse,36,1595/2,939,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,04.07.2014,NA,1,1,1960,7964/2014,463000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"muehlsangergasse, 36, vienna, austria",TRUE,16.4660004,48.1563123,493.07774227902024,8.9456713202685485,1,3
01201,Auhof,2344,1130,rohrergasse,56,1839/2,695,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",0,NA,29.03.2000,NA,1,1,1970,1594/00,462926,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"rohrergasse, 56, vienna, austria",FALSE,16.2629477,48.1627715,666.0805755395684,9.379552899954074,1,1
01404,Neuwaldegg,319,1170,bienenweg,6,250/13,714,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,17.12.1992,1/1,1,1,0,2961/93,462562.6,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"bienenweg, 6, vienna, austria",TRUE,16.2831793,48.25219080000001,647.8467787114846,9.339508833546148,1,2
01806,Mauer,4042,1230,heudoerfelgasse,6,1026/3,637,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,NA,NA,1,1,1900,2906/05,462500,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"heudoerfelgasse, 6, vienna, austria",FALSE,16.2658949,48.1582162,726.0596546310832,9.503944277809461,1,1
01205,Hietzing,251,1130,auhofstrasse,48,215/1,661,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,18.01.1989,1/1,1,1,0,375/89,461472.5,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"auhofstrasse, 48, vienna, austria",FALSE,16.2902815,48.1885856,698.142965204236,9.447378690495233,1,1
01204,Hadersdorf,1405,1140,riedstrasse,36,529,1076,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,28.05.1996,1/1,1,1,0,7976/96,461472.5,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"riedstrasse, 36, vienna, austria",FALSE,16.2365253,48.2110931,428.87778810408923,8.7444227894463,1,1
01207,Lainz,1104,1130,konrad-duden-gasse,1,435,816,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,16.06.2000,NA,1,1,0,2216/00,461472.5,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"konrad-duden-gasse, 1, vienna, austria",FALSE,16.2920601,48.1737532,565.5300245098039,9.14345981003143,1,1
01616,Stammersdorf,2636,1210,clessgasse,105,180/2,1767,Kaufvertrag,WI/GBI,NA,NA,NA,NA,WAHR,FALSCH,FALSCH,WAHR,NA,"Ein-, Zweifamilienhaus",NA,J,13.03.2003,NA,1,1,NA,1025/2003,461470,0,FALSCH,40,FALSCH,NA,NA,FALSCH,SWW,60,"clessgasse, 105, vienna, austria",FALSE,16.4149536,48.30262320000001,261.1601584606678,8.028791011715004,1,5
01401,Dornbach,2434,1170,enzelsbergergasse,3,266/1,660,Kaufvertrag,W,I,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,30.03.2005,NA,1,1,NA,2264/05,461442,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"enzelsbergergasse, 3, vienna, austria",FALSE,16.2939553,48.2302371,699.1545454545454,9.449467582881304,0,NA
01405,Ottakring,5843,1160,gallitzinstrasse,20,426/3,355,Kaufvertrag,W,I,7.5,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,16.02.2016,NA,1,1,2008,2300/2016,461000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"gallitzinstrasse, 20, vienna, austria",FALSE,16.2985401,48.2149503,1298.5915492957747,10.34273201069938,1,1
01209,Ober St.Veit,1328,1130,erzbischofgasse,39,520/65,809,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,NA,14.09.2005,NA,1,1,1970,2187/05,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"erzbischofgasse, 39, vienna, austria",FALSE,16.2610271,48.1918873,568.6032138442522,9.151278443176485,1,1
01207,Lainz,828,1130,lainzer strasse,86,1/23,791,Kaufvertrag,W,II,NA,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,01.06.2006,NA,1,1,NA,1564/06,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"lainzer strasse, 86, vienna, austria",FALSE,16.2849039,48.181045,581.5423514538559,9.183740451133671,1,1
01806,Mauer,1962,1230,am spiegeln,49,1131/106,510,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,06.12.2006,NA,1,1,1955,3565/06,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"am spiegeln, 49, vienna, austria",FALSE,16.2827972,48.1513247,901.9607843137255,9.816920898747604,1,1
01213,Speising,141,1130,speisinger strasse,15,289,1174,Kaufvertrag,W,I,7.5,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,NA,09.01.2009,NA,1,1,1940,377/09,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"speisinger strasse, 15, vienna, austria",FALSE,16.2852247,48.1721225,391.8228279386712,8.61405764249641,0,NA
01658,Hirschstetten,725,1220,kalmusweg,35,416/16,1191,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,18.09.2009,NA,1,1,NA,5081/09,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kalmusweg, 35, vienna, austria",FALSE,16.474394,48.24441470000001,386.23005877413937,8.593316637742348,1,4
01204,Hadersdorf,1285,1140,stammhausstrasse,38,686,919,Kaufvertrag,W,I,7.5,o gk,BB,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,07.08.2009,NA,1,1,NA,4380/2009,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"stammhausstrasse, 38, vienna, austria",FALSE,16.2364843,48.2153758,500.544069640914,8.967353284317428,0,NA
01801,Atzgersdorf,1630,1230,knotzenbachgasse,25,643/7,579,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,01.07.2013,NA,1,1,NA,2280/13,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"knotzenbachgasse, 25, vienna, austria",FALSE,16.2894178,48.145871,794.4732297063904,9.633854797617225,1,1
01401,Dornbach,2821,1170,schaukalgasse,31,682/2,416,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,19.03.2014,NA,1,1,1960,2241/2014,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"schaukalgasse, 31, vienna, austria",TRUE,16.3431156,48.22491429999999,1105.7692307692307,10.11083461746537,1,2
01654,Eßling,3495,1220,viktor-wittner-gasse,43,287/20,539,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,05.03.2015,NA,1,1,NA,1586/15,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"viktor-wittner-gasse, 43, vienna, austria",FALSE,16.5163207,48.2114357,853.4322820037106,9.737132872853957,1,4
01651,Aspern,5034,1220,markethaeufelgasse,26,955/17,753,Kaufvertrag,GS,NA,NA,NA,"100 m², 20%",FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,31.10.2014,NA,1,1,NA,1977/15,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"markethaeufelgasse, 26, vienna, austria",FALSE,16.47999,48.196485,610.8897742363878,9.254768280934535,1,4
01803,Inzersdorf,2106,1230,voesendorfer strasse,87,1530/46,590,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,13.10.2015,NA,1,1,NA,3198/15,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"voesendorfer strasse, 87, vienna, austria",FALSE,16.3498388,48.1418397,779.6610169491526,9.606703191357258,1,3
01606,Groß Jedlersdorf I,2102,1210,salomongasse,36,454/38,770,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,30.09.2015,NA,1,1,NA,27/16,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"salomongasse, 36, vienna, austria",FALSE,16.346685,48.2134037,597.4025974025974,9.222559700024199,1,3
01606,Groß Jedlersdorf I,1358,1210,karl-benz-weg,33,537/15,558,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,09.02.2016,NA,1,1,NA,1350/16,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"karl-benz-weg, 33, vienna, austria",FALSE,16.4196028,48.282661,824.3727598566309,9.687153023777276,1,5
01213,Speising,1083,1130,schmardagasse,5,404/44,620,Kaufvertrag,W,I,4.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,06.04.2016,NA,1,1,NA,1324/16,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"schmardagasse, 5, vienna, austria",TRUE,16.2920028,48.1653531,741.9354838709677,9.535149930332224,1,1
01651,Aspern,2851,1220,auhirschenweg,17,1031/11,726,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,02.06.2016,NA,1,1,NA,3086/16,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"auhirschenweg, 17, vienna, austria",FALSE,16.4677489,48.2027176,633.6088154269972,9.307448597610712,0,NA
01654,Eßling,1619,1220,burgkmairgasse,12,438/11,365,Kaufvertrag,W,I,6,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,01.06.2016,NA,1,1,NA,3315/16,460000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"burgkmairgasse, 12, vienna, austria",FALSE,16.5191257,48.2298239,1260.2739726027398,10.299521681839083,1,4
01806,Mauer,1114,1230,anton-krieger-gasse,86,1511/1,956,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,30.07.1992,1/1,1,1,0,3683/92,457838.8,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"anton-krieger-gasse, 86, vienna, austria",TRUE,16.2699067,48.1429611,478.91087866108785,8.903613397142639,1,1
01215,Unter St.Veit,355,1130,neue-welt-gasse,17,308/36,1024,Kaufvertrag,WII/GBII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,30.05.1994,1/1,1,1,0,4166/94,457838.8,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"neue-welt-gasse, 17, vienna, austria",TRUE,16.2895992,48.1866016,447.108203125,8.804480205123388,1,1
01503,Heiligenstadt,39,1190,frimmelgasse,26,707/3,660,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",0,NA,16.10.1997,NA,1,1,0,6993/97,457838.8,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"frimmelgasse, 26, vienna, austria",FALSE,16.3548204,48.25966630000001,693.6951515151515,9.438157990877572,1,2
01405,Ottakring,4120,1160,sprengersteig,21,262/5,1380,Kaufvertrag,EKLW,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,09.09.1998,NA,1,1,1950,6965/98,457838.8,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"sprengersteig, 21, vienna, austria",FALSE,16.2924382,48.2195879,331.7672463768116,8.374027653457857,1,2
01501,Gersthof,587,1180,alsegger strasse,9,187/23,506,Kaufvertrag,WII/GBII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,15.09.1998,NA,1,1,1910,6147/98,457838.8,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"alsegger strasse, 9, vienna, austria",FALSE,16.323331,48.2292491,904.8197628458498,9.821486630429078,0,NA
01603,Donaufeld,1244,1210,arbeiterstrandbadstr,71,1809/1,1140,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,06.03.2001,NA,1,1,0,1650/2001,456385.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"arbeiterstrandbadstr, 71, vienna, austria",FALSE,16.4085854,48.2457822,400.33807017543865,8.645075005204758,0,NA
01802,Erlaa,705,1230,eduard-kittenberger-gasse,69,262/101,552,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,23.10.2012,NA,1,1,NA,146/13,456000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"eduard-kittenberger-gasse, 69, vienna, austria",FALSE,16.30433,48.14172199999999,826.0869565217391,9.69014984204866,1,3
01806,Mauer,5026,1230,wastlgasse,12,1694/17,538,Kaufvertrag,W,I,6.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,24.06.2015,NA,1,1,NA,2100/15,455000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"wastlgasse, 12, vienna, austria",FALSE,16.2898562,48.15755619999999,845.7249070631971,9.724044657191522,1,1
01806,Mauer,3390,1230,maurer-lange-gasse,119,436/2,1681,Kaufvertrag,W,I,3.5,g,Schutzzone,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,13.11.2006,NA,1,1,1920,57/2007,454500,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"maurer-lange-gasse, 119, vienna, austria",FALSE,16.2603716,48.1485031,270.3747769185009,8.078816759620027,1,1
01105,Oberlaa Stadt,1271,1100,sindelargasse,45,2587/1,970,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,14.07.1993,1/1,1,1,1980,3585/93,454205.2,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"sindelargasse, 45, vienna, austria",TRUE,16.405601,48.1557957,468.25278350515464,8.87114376029675,1,3
